THETA1,THETA2,THETA3,THETA4,THETA5,THETA6,THETA7,THETA8,THETA9,OMEGA11,OMEGA21,OMEGA22,OMEGA31,OMEGA32,OMEGA33,OMEGA41,OMEGA42,OMEGA43,OMEGA44,SIGMA11
15.09,10.76,22.57,12.5,-0.5768,0.1449,0.02324,0.6673,0.7259,0.1039,-0.005255,0.1066,-0.009555,-0.007012,0.0961,0.000912,0.02916,-0.000613,0.07157,0
14.67,12.31,14.32,12.35,-0.3736,1.58,7.9e-05,0.4519,0.2388,0.09757,0.009155,0.1048,0.004117,0.006435,0.1051,-0.01989,-0.02527,-0.01634,0.07923,0
12.67,11.27,18.98,11.79,-0.7895,1.759,0.05369,0.8337,0.8369,0.08419,0.005938,0.09488,-0.006327,0.001306,0.1112,0.00179,-0.009619,0.007139,0.05799,0
15.47,11.43,20.36,14.4,-0.3467,-0.1618,0.004331,0.1011,0.6565,0.09067,0.002943,0.1021,-0.01124,0.02239,0.1215,0.008981,-0.01322,0.000232,0.05706,0
15.07,10.92,15.52,12.28,-1.623,2.195,0.04786,0.6234,0.3095,0.09136,0.01342,0.101,0.00085,0.007066,0.1304,-0.006558,-0.003829,-0.008841,0.05731,0
15.01,7.657,19.22,13.4,-0.6509,1.287,0.02071,0.1723,0.2084,0.08424,0.005836,0.08059,-0.02614,-0.009782,0.127,0.004311,0.01341,-0.00311,0.07889,0
15.12,8.25,15.15,13.89,-0.3117,0.9994,0.03169,0.6882,0.7028,0.0822,0.002676,0.1217,-0.004755,0.0181,0.09501,0.01379,-0.02264,-0.01468,0.08089,0
14.47,12.58,21.5,13.63,-0.418,1.228,0.07772,-0.323,0.3852,0.1205,0.02661,0.1125,-0.02018,-0.002606,0.1156,-0.01082,-0.001202,0.01015,0.05912,0
13.48,11.98,17.14,13.88,-0.7779,1.113,0.0257,0.1265,0.3741,0.06185,0.00527,0.08177,-0.000643,0.008192,0.08656,0.005382,-0.00285,-0.00361,0.0697,0
15.19,11.04,20.26,8.53,-0.4924,0.1414,0.04245,0.5451,0.2602,0.1079,-0.000825,0.1207,-0.01269,0.01868,0.1186,-0.01037,-0.02604,-0.02077,0.06731,0
13.05,11.61,18.19,14.57,-0.3516,0.8552,0.03052,0.294,0.8514,0.1071,-0.01735,0.08377,-0.0143,-0.004122,0.1158,0.007217,-0.01067,0.000447,0.08482,0
13.97,12.54,18.21,12.71,-0.439,0.7037,0.03201,-0.2083,0.1966,0.1022,-0.01041,0.1138,-0.003375,0.01257,0.1003,-0.003252,-0.006259,-0.006156,0.06531,0
15.95,12.57,17.32,11.29,-0.07903,0.6371,0.02743,0.2393,1.001,0.1072,0.003035,0.1197,0.01344,0.005881,0.1137,-0.003783,-0.01212,0.008534,0.06377,0
15.41,11.63,18.35,15.12,-0.2552,1.584,0.08025,-0.1964,0.7544,0.0855,-0.01452,0.09032,-0.005184,-0.002368,0.0862,0.003152,0.006648,0.003921,0.07959,0
13.92,11.1,18.94,12.73,-0.486,1.019,0.08909,0.3333,0.4211,0.1104,0.01205,0.1004,0.002966,-0.01184,0.1001,0.01814,0.004065,0.008258,0.07024,0
15.86,12.53,17.84,13.45,-0.3408,0.02568,0.04735,0.6438,0.8141,0.1088,0.003559,0.08576,0.003031,0.01932,0.08636,0.00438,-0.000401,0.004293,0.07051,0
14.77,10.46,16.13,11.75,-0.2818,1.086,0.06324,0.0836,0.909,0.1162,-0.007847,0.1002,-0.05344,0.02142,0.1503,0.01593,-0.007641,-0.01804,0.05685,0
15.26,10.08,18.17,12.57,-0.968,1.204,0.02583,0.7798,0.4569,0.1194,-0.03686,0.1403,-0.007656,-0.02539,0.0983,0.02016,-0.008384,0.01382,0.09457,0
14.01,11.17,16.17,11.66,-0.1097,1.022,0.01095,0.7414,0.3593,0.1056,0.004538,0.08619,0.005622,-0.0049,0.1175,0.005389,0.001201,-0.0291,0.08189,0
13.98,12.89,18.49,13.32,0.04535,0.2983,0.01535,0.0879,0.747,0.09361,-0.006015,0.08971,-0.00721,0.003813,0.1056,-0.01379,0.009089,-0.003183,0.06834,0
14.41,8.997,18.71,13.02,-0.5173,1.364,0.03172,0.8148,0.5555,0.09103,0.01005,0.08887,0.01026,-0.000799,0.1277,0.01622,0.005744,0.01885,0.07782,0
13.73,12.21,17.28,10.73,-0.6037,0.6231,0.03382,-0.2098,-0.003835,0.09565,-9.2e-05,0.08973,0.007216,-0.006616,0.1361,0.000982,0.01254,-0.01656,0.07957,0
16.09,10.77,17.27,13.36,-0.2541,0.6267,0.01821,-0.3406,0.7952,0.1116,-0.01765,0.1184,0.0114,0.001096,0.1342,0.01024,0.003257,0.01283,0.08329,0
16.12,12.04,17.44,12.23,-0.5669,1.238,0.08822,0.8641,0.9169,0.09483,0.004209,0.08128,-0.005562,-0.001606,0.09382,0.006704,0.003932,0.01701,0.07323,0
12.8,14.85,18.47,13.5,-1.317,0.6793,0.01928,0.351,0.5818,0.0913,0.01112,0.1048,-0.01581,0.002651,0.1249,-0.02004,-0.003426,0.01554,0.08857,0
15.91,12.74,19.39,12.64,-0.7746,1.054,0.02236,-0.2388,0.6696,0.08963,0.01214,0.09052,0.0302,-0.002352,0.1518,0.01226,-0.001297,0.00708,0.08664,0
14.23,10.09,17.25,11.27,-0.2373,1.238,0.03693,0.1917,0.4176,0.09066,0.005762,0.0919,0.005973,-0.008544,0.09201,0.00105,0.009452,-0.003797,0.07372,0
14.89,13.86,19.05,12.46,-0.2973,1.192,0.03722,-0.6083,0.5418,0.05628,0.004344,0.09885,0.01426,0.00022,0.1127,-0.007139,-0.00474,-0.000188,0.07637,0
15.97,9.412,18.27,12.56,-0.5532,1.805,0.05342,0.01832,0.1507,0.08065,0.00677,0.1407,-0.005289,-0.005332,0.1092,-0.005654,-0.007294,0.01636,0.06664,0
15.06,11.9,18.13,10.14,-0.2449,0.07433,0.05283,-0.1285,0.8262,0.09557,0.01796,0.1096,-0.01191,-0.002332,0.1038,0.00237,-0.01033,-0.002134,0.05558,0
14.46,10.14,18.06,13.03,-0.2448,0.3058,0.01404,-0.3654,0.6832,0.1056,-0.009742,0.1059,-0.00269,0.05056,0.1419,-0.000619,0.01822,0.00683,0.08043,0
14.8,12.06,17.48,11.07,-0.02712,0.7641,0.07151,-0.2065,0.1754,0.06168,-0.001953,0.1036,-0.00425,-0.003396,0.07856,-0.009445,0.004516,0.001696,0.07744,0
14.48,7.948,20.19,12.26,-0.7941,1.407,0.03388,0.02186,1.032,0.06504,-0.004838,0.07445,0.0114,-0.001555,0.09446,0.000838,0.009627,0.000395,0.08561,0
13.82,11.49,19.78,13.52,-0.3765,1.344,0.0433,-0.4197,0.8129,0.09844,-0.02533,0.1236,-0.01383,-0.01749,0.1701,-0.01062,-0.002545,0.007747,0.06105,0
16.45,9.783,19.24,11.48,-0.05821,2.04,0.03292,0.4228,0.8419,0.09768,-0.003599,0.1006,0.01677,-0.007511,0.07527,0.002064,-0.01201,0.0037,0.07189,0
14.73,12.18,21.02,13.05,-0.3527,1.095,0.07194,0.6274,0.5804,0.1049,0.01692,0.08034,0.008231,0.003907,0.1078,0.00117,0.00277,-0.00351,0.06438,0
15.22,11.53,18.44,13.33,-0.245,0.3969,0.03244,-0.04736,1.188,0.09531,-0.001676,0.09634,0.009037,0.002702,0.09594,0.01383,0.009682,0.01184,0.06584,0
14.78,9.23,18.58,12,-0.3659,1.028,0.02143,0.4755,0.899,0.1234,-0.000664,0.1024,0.001453,0.02995,0.121,0.01879,-0.002819,-0.01149,0.09762,0
14.49,13.35,17.09,12.94,0.1894,0.6761,0.04106,0.4463,0.7473,0.1232,-0.003216,0.1003,0.0177,0.0116,0.1334,-0.02083,0.003932,0.002633,0.06743,0
14.97,8.345,17.79,11.67,-0.04209,0.6654,0.01358,0.5314,0.4802,0.0858,0.002864,0.09912,-0.01217,0.006677,0.0882,0.000104,-0.007866,-0.001543,0.06782,0
15.44,11.13,16.78,11.01,-0.2265,1.011,0.03928,-0.2781,0.4508,0.06715,0.002294,0.09624,-0.002019,0.007939,0.1101,0.002143,-0.01312,0.01158,0.09735,0
14.5,10.92,19.37,13.57,-0.3249,1.945,0.04769,-0.2311,0.8047,0.1096,0.005002,0.09313,0.001259,-0.005679,0.0945,0.0103,0.00853,-0.003553,0.06591,0
15.04,10.5,18.36,10.97,-0.5083,1.358,0.01065,-0.5721,0.4916,0.08262,0.02041,0.1468,-0.01102,0.005394,0.09951,-0.006889,-0.01223,0.004374,0.06869,0
14.72,10.52,18.6,12.65,-0.6396,1.055,0.04148,0.6917,0.7562,0.09119,-0.001443,0.09709,0.01089,-0.006671,0.1549,0.008174,-0.03251,0.008329,0.08586,0
15.17,9.699,15.95,11.97,0.01307,0.8449,0.03688,0.007771,0.726,0.06585,0.00022,0.1093,0.004499,3.1e-05,0.1322,-0.01169,-0.0182,-0.02555,0.07624,0
14.52,11.96,16.01,12.61,0.04292,1.078,0.05387,0.4126,1.01,0.1093,0.005714,0.1196,0.01714,0.003799,0.0955,0.01212,0.01033,0.003476,0.06825,0
13.78,9.833,18.66,10.7,0.08293,1.158,0.01445,0.1235,0.3186,0.1188,-0.001111,0.07596,0.009766,-0.001686,0.1126,-0.03584,-0.002647,0.008955,0.08681,0
15.18,9.1,20.06,11.37,0.1666,1.909,0.06806,0.3474,1.257,0.09895,0.02978,0.1317,0.01196,0.02912,0.1365,0.003007,-0.002755,-0.01761,0.07703,0
13.69,10.41,21.13,12.38,-0.03924,0.476,0.09101,-0.02139,0.05101,0.09326,-0.009941,0.09601,-0.02407,0.000705,0.1078,0.008383,0.0196,-0.003797,0.06942,0
14.94,10.84,16.21,13.34,-0.3241,0.8941,0.04518,0.364,0.2428,0.07542,0.000127,0.1309,0.02654,0.005042,0.09174,0.01086,0.005907,-0.008319,0.08358,0
15.59,10.79,19.57,10.23,-0.3936,1.228,0.04608,0.1674,1.06,0.07984,-0.005636,0.0838,-0.007719,-0.008524,0.1247,-0.005635,-0.009705,-0.007187,0.08328,0
14.95,10.48,14.84,12.26,-0.4747,0.5498,0.006757,0.1028,0.8568,0.08351,0.005608,0.1248,0.01547,-0.006565,0.1672,-0.008671,0.02474,-0.004169,0.1004,0
15.42,10.06,22.93,14.99,0.5034,1.54,0.08266,0.0947,0.1581,0.09048,0.004366,0.1017,-0.03569,-0.00765,0.1457,-0.001069,0.004064,-0.005765,0.06618,0
14.08,9.985,18.05,8.326,-0.5773,1.447,0.04378,-0.2507,0.1032,0.1051,-0.004405,0.1528,-0.005544,-0.01948,0.105,0.00969,0.01167,-0.006101,0.05855,0
14.62,8.346,20.09,10.56,-0.2182,1.382,0.001617,0.2945,1.073,0.07772,-0.009899,0.1273,0.01143,-0.01319,0.1238,0.005937,0.001665,0.009457,0.06538,0
14.45,9.267,16.69,14.14,-0.2163,0.7458,0.04784,-0.3152,0.002804,0.07007,0.01262,0.08951,0.004534,-0.01786,0.1195,-0.0119,-0.009669,0.0171,0.06789,0
13.37,11.06,19,13.18,-0.4985,0.7074,0.0693,-0.6919,-0.3208,0.08139,0.01829,0.0906,0.000206,0.02953,0.09773,0.007517,-0.004255,-0.0129,0.06199,0
13.91,10.67,21.52,11.99,-0.8405,0.2947,0.04747,0.8914,0.7067,0.08564,-0.005791,0.07689,-0.0129,0.005287,0.1212,-0.003888,-0.002445,0.004139,0.09354,0
15.47,8.876,17.7,13.61,0.07406,1.429,0.02791,0.207,0.7268,0.08623,-0.006971,0.09868,0.01436,-0.01274,0.1148,-1e-05,-0.006606,0.003526,0.0524,0
15.46,12.54,18.02,13.86,-0.008785,0.009717,0.05801,0.6942,0.986,0.08265,0.003217,0.09622,-0.01296,-0.004932,0.122,0.002181,-0.01321,0.009778,0.09375,0
15.71,10.88,20.04,12.27,-0.7705,0.3835,0.03041,0.1841,0.4668,0.09126,0.00012,0.1001,0.003863,0.005793,0.1077,-0.01637,-0.001977,0.00087,0.0698,0
16.51,10.82,17.69,10.84,0.2292,0.1075,-0.01096,0.6243,0.1648,0.1349,-0.01372,0.08515,-0.01397,0.004994,0.08374,-0.01997,-0.005293,-0.01146,0.1031,0
15.48,8.202,15.95,12.08,-0.7509,1.28,0.02376,0.6223,0.841,0.1076,0.01571,0.09268,-0.00708,-0.01452,0.09711,0.007199,0.02261,-0.00555,0.08759,0
14.31,11.83,18.05,12.26,0.03602,1.582,0.008787,0.352,0.1587,0.1217,-0.01762,0.1446,0.0254,0.00716,0.1152,0.007737,-0.01542,-0.003,0.05708,0
13.41,11.63,18.37,12.74,0.1375,0.8206,0.01763,0.1907,0.5281,0.1188,-0.00333,0.1554,-0.003397,0.00942,0.107,0.007758,0.009897,-0.000464,0.06384,0
16.33,11.5,17.59,12.1,-0.277,0.5238,0.04114,-0.2105,0.7501,0.1047,0.006523,0.09819,0.002748,-0.00052,0.1019,0.002567,-0.001901,-0.005024,0.1081,0
14.9,11.68,18.16,11.53,-0.8221,0.7258,0.00535,0.6185,0.6216,0.09969,0.008877,0.1016,-0.01233,-0.01896,0.1264,0.01312,-0.01391,0.01371,0.07369,0
15.8,11.94,20.41,10.12,-0.04172,1.114,0.04357,0.8152,0.5887,0.079,-0.009807,0.08636,-0.006343,-0.004606,0.07888,0.002268,-0.008787,-0.003238,0.07129,0
14.99,11.35,20.25,11.64,-0.8295,1.315,0.1117,0.3146,0.7505,0.09002,-0.01762,0.1164,0.01954,-0.01688,0.09885,-0.003247,0.006799,-0.00563,0.06311,0
14.13,12.79,18.58,9.441,0.02404,1.479,0.01227,0.5757,0.9246,0.1034,0.01175,0.08676,0.001552,0.005198,0.1629,-0.001267,-0.0076,-0.01267,0.07331,0
12.76,13.24,18.11,13.36,-0.451,2.212,0.01292,0.6529,0.7055,0.09099,-0.006179,0.091,0.000734,0.006278,0.0893,0.01067,0.001469,0.03183,0.1039,0
14.76,9.056,18.2,12.9,-0.4433,1.956,0.0434,0.4536,0.5408,0.09334,-0.03191,0.1121,-0.002989,0.007532,0.08583,0.0113,-0.000321,-0.006362,0.06733,0
14.45,11.47,20.87,13.81,0.02438,1.03,0.0568,-0.1101,0.233,0.102,0.000191,0.1594,-0.008122,-0.00402,0.1036,0.008427,-0.04139,-0.02234,0.1178,0
15.11,10.27,20.32,14.55,0.1505,1.22,0.03019,0.3307,0.9052,0.1086,-0.002172,0.09629,0.008862,-0.007669,0.1243,0.001465,0.001844,0.00033,0.09252,0
14.62,12.74,19.59,13.48,-0.3544,1.491,0.01869,0.9642,0.6273,0.0973,-0.01433,0.111,-0.01552,0.01927,0.1144,0.007831,0.01294,-0.011,0.07902,0
14.01,11.94,19.37,12.01,-0.66,1.228,0.02743,-0.2816,0.615,0.09904,0.01276,0.1363,-0.007921,-0.01685,0.09037,0.008907,-0.01296,0.001983,0.06511,0
13.81,10.07,18.04,12.08,-0.6482,1.654,0.01507,0.3972,0.7318,0.1128,0.001494,0.1234,0.008267,0.02093,0.1095,0.000405,-0.01494,-0.01001,0.0695,0
14.49,9.125,16.62,11.62,0.2751,0.8488,0.07578,0.709,0.2474,0.09367,0.02167,0.1079,0.02666,-0.003169,0.1011,-0.002375,0.008348,-0.01005,0.07153,0
13.76,12.09,16.11,13.4,0.1631,0.4302,0.0736,0.06888,0.3425,0.1111,-0.002402,0.08957,-0.00359,0.003883,0.08668,0.01293,-0.000222,-0.000242,0.07086,0
15.51,11.19,17.96,10.27,-0.3105,0.6415,0.04067,-0.2092,0.7048,0.09865,0.01107,0.07943,-0.01014,-0.006086,0.08658,-0.000316,-0.004653,0.007185,0.09346,0
15.4,10.96,22.11,14.36,-0.4619,1.413,0.03839,0.2081,0.7057,0.09403,-0.015,0.1159,0.01237,0.005954,0.119,-0.02239,0.02207,-0.008487,0.1028,0
13.71,10.04,21.98,13.34,-0.06746,0.5486,0.02217,0.7973,0.7542,0.1029,0.007953,0.09904,0.005014,-0.04716,0.143,-0.001639,0.007899,-0.01358,0.05583,0
15.04,12.88,15.96,12.91,0.106,-0.01682,0.01547,0.3416,0.6948,0.08754,-0.009126,0.1195,-0.01202,-0.02361,0.1097,0.005907,0.0029,-0.003885,0.07008,0
14.48,11.58,23.09,12.65,-0.1862,0.3937,0.06468,0.2065,0.6055,0.07755,0.01144,0.1085,0.01126,0.001654,0.1259,-0.005132,-0.001006,-0.007414,0.05984,0
14.9,9.248,18.56,10.56,-0.2126,1.531,0.007445,0.2699,0.5689,0.09007,-0.01051,0.09852,0.01582,0.01095,0.09951,-0.01626,-0.01161,-0.001947,0.07347,0
13.98,12.21,20.68,13.59,-0.5642,1.033,0.0347,0.5642,0.5692,0.09604,0.009675,0.1066,0.02172,0.03568,0.1061,-0.003912,0.006923,0.002105,0.07625,0
15.98,10.26,20.37,12.9,-0.09896,1.04,0.07586,0.9952,1.286,0.07783,-0.00704,0.1237,-0.00659,-0.01455,0.07516,0.007415,-0.008141,-0.01043,0.07232,0
14.46,11.82,17.71,12.2,-1.081,1.149,0.01077,-0.3088,0.2087,0.09398,-0.003789,0.08209,-0.003046,-0.003598,0.09439,-0.000901,0.006606,-0.006391,0.08522,0
14.74,8.26,17.87,13.71,-0.8383,1.382,0.007407,1.147,0.6898,0.1109,0.02093,0.09348,-0.00811,-0.02395,0.1008,0.005583,-0.001905,0.007784,0.06586,0
14.35,11.46,20.25,13.62,-0.3284,1.451,-0.01372,0.1052,0.7754,0.1179,0.007717,0.123,0.03642,-0.002602,0.108,-0.002378,-0.01292,0.006121,0.06809,0
14.5,12.48,17.93,13.55,-0.2134,0.8889,0.02612,0.429,0.7457,0.077,0.00969,0.08336,-0.000606,-0.00412,0.0794,0.00973,0.00204,-0.006367,0.07546,0
15.1,10.15,16.95,12.85,-0.5013,0.865,0.05798,0.5478,0.4189,0.1074,-0.01772,0.1235,-0.01073,-0.00638,0.08326,0.03838,0.00662,-0.007814,0.08837,0
13.33,9.65,18.67,13.65,0.005886,2.423,0.009894,0.2231,0.5048,0.07582,0.02035,0.1168,-0.009425,0.009595,0.11,0.01474,0.01555,-0.007366,0.0871,0
13.58,8.711,17.69,13.84,-0.5473,1.383,0.05197,0.1451,0.001631,0.08773,-0.01262,0.1002,-0.003328,-0.01298,0.1035,-0.0408,0.006436,-0.000112,0.0954,0
15.71,9.074,17.45,14.48,0.1776,0.9554,0.05112,0.1134,0.4582,0.0842,-0.009076,0.1052,0.003428,-0.008191,0.08221,0.01404,-0.02172,0.002708,0.08737,0
13.94,10.32,17.21,11.57,-0.5849,2.152,0.0594,0.4187,0.6787,0.08821,1.9e-05,0.1121,-0.01379,-0.00964,0.1061,-0.002886,0.006918,0.002204,0.07291,0
13.81,10.09,14.6,13.12,-0.6269,1.435,0.0613,-0.4898,0.8577,0.06405,0.0105,0.1179,-0.005963,-0.02031,0.1164,-0.00608,-0.00326,0.01758,0.09292,0
14.2,13.2,21.88,12.99,-1.098,1.456,-0.005329,0.5065,0.8376,0.1004,-0.002066,0.09714,-0.01034,0.01086,0.1053,0.002563,0.005303,-0.002969,0.07039,0
15.43,9.802,15.55,12.49,-0.1919,0.9569,0.01751,0.5206,0.6044,0.06793,0.004404,0.08957,0.01496,0.000533,0.1224,-0.009473,0.006619,-0.001933,0.07252,0
14.46,9.634,17,11.02,-0.6253,0.6094,0.07501,0.7194,1.197,0.09043,-0.01216,0.1206,0.009015,-0.01447,0.1065,-0.0011,0.005656,-0.01779,0.08237,0
15.38,11.14,15.64,13.91,-1.371,0.7194,0.07173,-0.09581,0.1205,0.07328,0.002475,0.09244,-0.000167,0.006831,0.09796,-0.007431,0.00369,0.01103,0.07543,0
14.25,11.62,19.02,13.21,-0.3387,0.5013,0.02622,0.4229,0.4466,0.08158,-0.002972,0.09086,0.01643,-0.001708,0.1275,0.005201,-0.01455,-0.00774,0.07862,0
14.14,10.17,18.98,12.23,-0.3744,1.004,0.01571,0.7997,0.8153,0.1106,0.0158,0.09393,-0.0027,0.003652,0.1412,-0.0106,-0.01159,0.00014,0.06507,0
14.39,10.84,18.1,13.86,-0.6158,2.329,0.03463,0.01713,0.4246,0.1269,0.01351,0.1074,0.003653,0.000841,0.1077,0.006115,0.008886,0.000918,0.08469,0
15.03,13.4,18.45,11.57,-0.2725,1.18,0.04792,0.1486,0.6369,0.09961,-0.01585,0.09702,-0.009868,0.001963,0.1125,-0.001126,0.001221,-0.003108,0.04509,0
12.31,10.91,21.09,12.32,-1.031,1.229,0.04516,0.4512,-0.1196,0.1135,0.02722,0.09791,0.01541,0.00045,0.1673,-0.007137,0.00399,-0.007457,0.07927,0
16.72,12.27,18.18,13.61,-0.3905,1.353,0.02419,-0.5942,0.8824,0.1191,-0.01216,0.09175,-0.00416,-0.005262,0.1231,-0.005442,-0.000769,0.01022,0.08613,0
14.35,11.04,14.8,14.42,-0.522,1.104,-0.01132,0.1819,0.3069,0.08324,0.0115,0.101,0.000991,-0.01419,0.1186,0.002511,0.002829,0.001268,0.08386,0
15.36,12.86,16.05,13.54,-0.4014,0.9817,0.04522,-0.4651,0.4408,0.06506,0.007636,0.09998,0.004747,-0.01787,0.1264,-0.003967,0.003433,-0.000718,0.08642,0
14.69,10.69,19.26,11.47,-0.3285,2.043,0.06306,0.4505,0.7091,0.1009,0.003396,0.09657,-0.009233,-0.005718,0.08574,-0.01124,0.02015,0.01482,0.07037,0
14.66,12.06,18.29,10.42,-0.1243,2.276,0.04208,1.243,0.6446,0.09112,0.004396,0.09109,-0.008002,0.003909,0.1278,-0.002904,-0.01191,-0.003564,0.07114,0
12.95,10.06,18.73,13.8,-0.3036,2.068,0.02133,0.6674,1.287,0.1366,0.0215,0.09816,-0.000433,-0.0107,0.09672,0.01254,-0.004699,0.006068,0.07278,0
14.81,11.97,19.34,11.86,-0.7854,-0.09248,0.006104,0.9909,0.4864,0.08975,0.004815,0.09666,0.01624,0.004403,0.1136,-0.01561,0.02427,-0.008813,0.08141,0
13.11,12.67,20.05,12.59,-0.2875,0.06483,0.03122,0.06906,0.9086,0.08266,-0.01092,0.09617,-0.001723,-0.004614,0.134,0.002372,-0.002138,-0.01514,0.07768,0
15.96,12.36,20.56,13.2,-0.5777,0.7048,0.05893,-0.5728,0.4277,0.1024,-0.005805,0.1122,0.000142,-0.000345,0.1107,0.01745,0.01368,0.00388,0.07162,0
15.93,10.54,20.07,12.63,-0.8304,1.421,0.01801,-0.07278,0.9387,0.09762,0.01624,0.1329,-0.007505,0.000442,0.1008,-0.01155,-0.003398,-0.003599,0.09532,0
14.57,11.72,20.98,14.01,-0.5001,0.4364,0.0337,-0.27,0.808,0.1017,-0.01826,0.09648,0.01428,0.01731,0.1168,0.004728,0.004628,-0.003521,0.07985,0
14.62,9.139,20.04,14.4,-0.2173,0.5523,0.016,0.4167,0.2618,0.09603,-0.001489,0.1122,-0.000533,0.01589,0.1325,0.01544,0.01871,0.02028,0.07786,0
15.49,13.53,16.05,10.34,-0.9915,1.078,0.005197,0.2636,0.1958,0.07691,-0.003368,0.1141,-0.003562,0.007156,0.09008,-0.000588,0.01339,0.005606,0.06473,0
14.01,9.787,19.96,11.7,-0.95,1.477,0.05052,0.4155,0.9035,0.1436,0.01593,0.1138,0.002314,-0.004496,0.1212,0.002794,-0.004976,-0.003373,0.08695,0
14.34,12.53,19.1,11.76,-0.05581,1.197,0.03741,0.3387,0.9873,0.08661,-0.003689,0.1285,-0.02664,-0.009814,0.09087,0.006645,0.00303,-0.01134,0.08189,0
15.09,9.537,17.32,13.41,0.277,0.2613,0.04719,0.06785,0.3318,0.09052,-0.002409,0.1234,0.007902,0.003607,0.1112,-0.002694,-0.0265,0.011,0.0913,0
14.63,13.84,18.79,12.54,-0.4204,0.5172,0.008568,0.07689,0.5588,0.1139,-0.01329,0.08038,-0.01089,-0.008641,0.1047,0.003291,0.005405,-0.000153,0.06125,0
13.72,10.35,22.21,13.28,0.1279,1.106,0.0462,0.3525,1.099,0.09327,0.002682,0.07786,-0.01334,-0.01978,0.1508,0.001452,0.01198,-0.03206,0.108,0
15.13,10.39,18.98,11.25,-0.5294,1.11,0.0112,0.3603,0.8353,0.1071,-0.009966,0.1019,-0.008436,-0.01167,0.1684,0.01035,-0.009717,-0.01121,0.07076,0
14.85,9.226,17.21,13.56,-0.5669,1.022,0.06132,-0.9871,0.3293,0.1235,6.8e-05,0.08402,-0.01472,-0.001053,0.1311,0.01442,-0.002112,-0.0117,0.08485,0
14.99,10.34,17,12.12,0.4887,-0.2244,0.04525,0.1779,0.6265,0.1141,0.01478,0.1295,0.008191,-0.0148,0.1016,-0.004683,0.004683,-0.009258,0.06764,0
13.06,10.81,18.27,12.55,-0.1848,0.5709,0.02603,0.1708,0.7869,0.1369,0.001954,0.1188,-0.02024,-0.03534,0.1406,0.007581,-0.00347,-0.009318,0.09085,0
14.36,9.211,18,12.91,-0.697,0.8689,0.008546,0.3738,0.7314,0.08241,-0.02792,0.1173,0.03311,-0.02939,0.122,-0.003768,-0.01365,-0.004223,0.06223,0
14.41,9.855,18.22,13.25,-0.4751,0.7512,0.03642,0.8443,0.4348,0.09087,-0.01784,0.1031,-0.006062,0.01276,0.09096,0.004857,-0.01981,0.00296,0.0786,0
14.22,11.87,18.09,13.74,-0.7663,0.6815,0.009869,-0.535,0.7487,0.07643,0.006982,0.1276,0.00679,0.001431,0.09099,-0.006974,0.01638,-0.004834,0.08124,0
13.49,10.65,19.49,13.23,-0.3492,0.8976,0.03846,1.087,0.3003,0.08108,-0.004051,0.0878,0.0132,0.004981,0.1205,-0.004283,-0.007036,0.01168,0.08325,0
14.77,12.15,18.95,15.09,-0.5874,1.34,0.04248,0.2649,0.3847,0.09755,0.00102,0.1703,-0.012,0.02142,0.1354,0.01352,-0.003636,-0.007413,0.08586,0
14.44,11.32,16.95,13.52,-0.4181,0.8719,0.02189,0.09988,0.6038,0.09368,-0.04088,0.1381,-0.003885,0.005538,0.107,-0.00219,-0.001421,-9.5e-05,0.06536,0
15.64,11.6,20.79,10.05,-0.5015,1.748,0.04635,0.6675,0.7137,0.1001,0.000327,0.08432,-0.02894,-0.00412,0.1102,-2.9e-05,0.008524,-0.009765,0.07178,0
14.83,8.945,14.23,11.75,-0.2197,-0.05281,0.0418,0.5877,0.8252,0.1089,-0.000278,0.1129,-0.03487,-0.005824,0.1152,-0.0131,0.00324,0.007581,0.07546,0
13.78,10.43,18.8,10.83,-0.4416,1.503,0.0572,0.3069,0.14,0.0855,-0.03192,0.1437,0.003238,-0.02812,0.1036,0.0021,-0.01986,0.0168,0.0719,0
14.25,10.8,18.25,11.21,0.05638,1.548,0.01701,0.2297,0.8184,0.0855,-0.01523,0.1046,0.009104,-0.004617,0.08479,0.008532,0.003313,-0.007618,0.08761,0
13.19,8.689,19.65,14.9,-0.682,1.123,0.03061,0.08653,0.1194,0.09499,0.01115,0.08857,-0.01402,-0.01655,0.1154,-0.007819,0.002312,-0.01417,0.08225,0
14.37,9.583,16.08,14.28,-0.4623,0.9259,0.05987,-0.08969,0.7156,0.08159,-0.005462,0.08978,-0.003204,0.006257,0.1063,0.007529,0.001475,-0.01292,0.07651,0
13.78,10.65,16.85,14.05,-0.3423,1.058,0.02459,0.2898,1.418,0.08501,-0.01093,0.1395,-0.01635,0.006527,0.08189,0.001756,0.005722,-0.001663,0.08034,0
14.56,11.02,20.1,12.67,0.04712,0.2139,0.03145,-0.2625,0.5159,0.08384,-0.004079,0.1438,-0.000401,-0.01292,0.1397,-0.01566,0.000994,-0.006901,0.0929,0
13.65,10.66,17.68,11.99,-0.6339,0.7479,0.08227,0.001114,0.9576,0.06951,-0.01139,0.1256,0.007339,-0.008321,0.1098,-0.009288,0.01678,0.01939,0.09505,0
14.43,10.72,19.05,10.78,-0.3012,0.7079,0.06658,0.6641,0.5597,0.09833,-0.000785,0.1195,-0.004177,-0.02681,0.1005,0.01967,-0.003027,-0.00459,0.07484,0
